id,betweenness,closeness,follow,posts,interval,length,movie_posts,reposts,coapper_posts,boxoffice,fans,verifyName
3630224965,16671,0.3147,42,170,303354,98,91,20,0,0,1,夏台凤
1582940572,16631,0.2931,6,39,620109,51,6,0,0,0,1,云翔
3098009247,17879,0.3619,208,499,147039,63,121,7,0,0,1,项杰
1871850493,8244,0.3239,166,0,0,0,0,0,0,0,1,田子洳
3180326580,16631,0.2892,13,52,1263039,36,1,1,0,0,1,成勋
2270835963,16663,0.2945,61,11,2358365,62,2,0,0,0,1,周贵元
2621925327,16642,0.3241,53,11,1951904,23,1,0,0,0,1,郭中友
1290564424,8389,0,2,0,0,0,0,0,0,0,1,郭翠芳
3058435585,8244,0.3189,401,133,557816,57,92,2,0,0,1,王磊
1236024672,16631,0.2918,292,916,147646,61,82,0,0,0,1,刘恒宇
1654808160,16677,0.3605,239,891,170026,24,281,9,0,0,1,杨嘉芸
2548345064,16756,0.3587,192,266,286471,17,48,5,0,0,1,林晓哲
2945841227,16631,0.2743,20,21,21623,32,2,1,0,0,1,赵静
2170554434,8244,0.3287,269,0,0,0,0,0,0,0,1,王谨轩
1751278773,16631,0.2915,85,0,0,0,0,0,0,0,1,乐诗辰
2735607553,16631,0.3241,37,17,4751548,33,2,0,0,0,1,陈煜
1886391592,16657,0.371,475,1273,105998,29,334,21,0,0,1,那娜
1916299521,16633,0.3398,172,184,699676,46,73,4,0,0,1,郭紫祺
1865525280,16723,0.3333,237,959,143330,35,78,32,0,0,1,周翊翀
1984522777,16641,0.2693,26,18,5435743,42,4,1,0,0,1,李日焺
2719155711,17973,0.343,247,268,43052,27,63,23,0,0,1,叶静仪
1917106820,16631,0.3006,29,0,0,0,0,0,0,0,1,桑妮
1344628373,0,0,483,145,576978,50,47,0,0,0,1,李晓璇
1244383614,0,0,14,149,605707,48,22,0,0,2,1,李甫
1777908445,16650,0.283,177,131,158815,36,34,0,0,0,1,杨惜琳
1527182517,8244,0.2917,205,2044,66698,29,383,5,0,0,1,陈嘉劲
1389497841,8244,0.2688,200,467,254614,59,91,4,99,2,1,李浚一
2043681231,16679,0.3328,116,400,149914,29,98,2,1342,4,1,江蓉
2096129161,0,0,120,120,990279,64,36,0,0,0,1,滭龙杰
2419002124,16715,0.3525,264,11,7362982,10,1,0,0,0,1,秦浩
2501797185,16631,0.216,4,14,1014287,58,2,2,0,0,1,高娜恩
1551159760,16780,0.3485,936,3492,43339,59,558,42,0,0,1,刘若晴
1678448712,16631,0.3246,240,1687,94570,39,246,53,0,0,1,刘宇哥
2381003130,16659,0.2969,169,240,453912,25,49,0,24,0,1,曹召
1751842910,16631,0.2703,27,219,673412,72,47,0,0,0,2,王行芝
1802296863,16632,0.3116,37,0,0,0,0,0,0,864,2,黄远
3166826197,16674,0.3512,285,119,602542,16,33,2,0,0,2,叶少喃
1896493083,16636,0.3474,307,90,619721,27,23,0,0,495,2,胡妮娜
1799896413,16664,0.3434,334,18,1176260,25,5,0,0,0,2,程培皓
2680628824,16697,0.3166,67,590,170172,67,129,1,0,0,2,陈楚寰
1571721145,16637,0.3315,107,1292,99374,27,320,3,0,0,2,于小夫
1846405005,16665,0.3168,193,39,190485,47,9,0,0,0,2,翟廷军
2464201063,16974,0.347,628,1259,84576,30,256,24,396,193,2,芦浩
2612296287,16739,0.361,217,358,246393,42,73,1,0,0,2,冯偌凝
1920297644,16635,0.2889,81,23,4269076,54,9,0,0,0,2,孙照年
3285862351,16631,0.2353,25,33,1948227,95,1,0,0,0,2,崔宇植
1934013992,18085,0.372,345,1309,91513,53,324,34,0,0,2,张扬子
1662961785,16633,0.3472,272,188,571881,53,64,3,0,0,2,郭婷婷
2380969435,16999,0.3598,163,40,1538469,59,18,2,0,4,2,刘天松
2725872933,8393,0,13,26,3413922,61,8,5,0,0,2,全慧彬
1871943077,16686,0.3333,221,1018,130839,47,240,17,0,0,2,晓晨
1749113613,8244,0.3494,335,179,494166,50,47,6,0,0,2,吴子毅
1668200353,16758,0.3612,2384,634,239743,67,112,0,0,0,2,李友胜
3389873114,16682,0.3245,83,195,273169,96,69,5,0,0,2,孙语赛
2830702922,8389,0,8,100,854179,43,10,6,0,0,2,崔丹尼尔
1973393537,16739,0.3467,790,4699,27282,46,994,146,0,0,2,田家川
1407335202,16700,0.3291,1374,275,448859,85,91,89,0,0,2,向嵩
1664076712,16677,0.3188,223,568,202399,47,172,2,0,0,2,凯利
1765026844,16701,0.3189,220,1192,111872,46,313,39,0,0,2,王盈
2008684567,16633,0.3232,15,0,0,0,0,0,0,0,2,夏小龙
1907506295,16637,0.342,337,2613,50463,33,631,3,0,0,2,马佳麒
1757836717,16631,0.2868,222,3485,42420,40,606,23,0,0,2,刘旆豪
1832181532,17130,0.3337,195,751,137935,34,5,0,1528,85,2,北代高士
1150189352,16639,0.3069,497,1572,67956,37,351,98,0,0,2,郑国芳
1619471617,16704,0.3077,19,116,904674,51,18,4,0,822,2,陈之财
1698239063,16690,0.3284,156,145,795296,62,26,3,0,0,2,刘剑
1949188683,8389,0,4,50,206177,41,5,1,44,0,2,沈海蓉
2409265240,17149,0.359,83,84,1180681,44,14,1,119,249,2,周俊伽
1836048927,16654,0.339,364,421,324482,41,144,4,0,247,2,李娜
1863697700,16688,0.3174,656,1482,92928,53,287,19,0,0,2,李晓燕
1271162670,8389,0,3,0,0,0,0,0,0,0,2,胡清蓝
1893465355,17362,0.3309,506,3399,34388,44,958,40,0,0,2,虞颖嫣
1102743380,16746,0.3326,185,760,147927,42,232,68,0,0,2,王竹琴
1805287042,16642,0.293,50,492,97982,17,18,1,0,0,2,乙黑绘里
1140681197,16683,0.3096,169,292,359666,42,105,7,0,0,2,云熙程
2790509331,17586,0.3596,418,434,191709,44,131,0,0,0,3,王紫馨
1919873587,16632,0.3036,463,1832,24288,46,560,52,0,0,3,丹丹
1634051141,16655,0.3243,411,330,155012,57,69,5,0,0,3,崔钰
1887365097,16631,0.2787,23,384,283212,56,92,15,0,0,3,申思
2434772392,25020,0.311,124,100,385406,74,22,0,0,27,3,牛长鑫
2960415160,16647,0.2793,10,94,211776,71,13,14,3512,15024,3,金镇佑
2121755347,16635,0.2737,7,24,158678,6,15,4,559,759,3,徐敏
1821004364,16631,0.2833,100,109,785756,32,20,4,0,169,3,林家宇
1736050980,16651,0.303,681,7947,17974,61,2318,1312,3818,678,3,伦沙
1667880400,16679,0.3437,142,453,297685,34,100,20,0,0,3,刘忆瑾
1577911572,16743,0.3539,373,3192,43548,25,927,44,25,108,3,刘雅桐
1348270264,16637,0.3303,90,29,926615,28,6,2,0,0,3,郑耿一
1760532195,16681,0.3453,152,846,173963,75,245,60,0,0,3,金小琴
1876558715,16661,0.3343,92,409,302533,48,137,14,0,0,3,陈述
2730428410,16631,0.2047,15,117,789709,25,17,4,0,0,3,晶爱丽
1859440380,16672,0.357,499,1989,69164,31,530,278,9276,0,3,杨旭
1798545361,16719,0.3369,156,435,304167,33,147,10,0,0,3,焦婷
1746109351,16674,0.3009,611,2972,50803,76,385,2,0,0,3,钱俊才
2096627307,16711,0.3291,121,212,443370,49,52,0,0,0,3,翟彦森
2182434713,16708,0.3348,157,101,922335,70,36,0,0,0,3,张雯熙
2101489365,16631,0.3137,61,686,181084,37,118,8,0,0,3,单建东
2647464002,16792,0.309,48,43,107498,29,1,1,9882,1462,3,张建康
2258835602,16707,0.2894,360,2302,49837,66,876,3,0,0,3,陈晶晶
3165518722,17624,0.3249,123,125,523374,75,39,1,0,0,3,陈希爱
2703079651,8389,0,1,0,0,0,0,0,0,191,3,周佳琪
1898737300,16637,0.2773,693,2401,55126,114,1571,11,119,0,3,阿贝哥
1590904175,16631,0.298,121,1955,48253,45,470,43,0,0,3,郭宇光
1584569352,16631,0.3243,247,1889,68724,37,511,93,0,0,3,沈凡裕
2001048123,16650,0.3089,11,0,0,0,0,0,0,247,3,王盛德
2157918922,16651,0.2742,187,2898,40539,40,861,65,0,0,3,乔馨
2427513250,8397,0,5,360,117121,44,36,0,0,0,3,希志爱野
1813150531,16648,0.3402,598,2468,57083,52,755,229,18,0,3,谭雪
2740914322,18015,0.3537,411,1279,73545,68,242,16,0,0,3,欧定兴
1324848761,16717,0.3112,361,959,164260,45,252,13,0,0,3,黄雅知
2595683625,16742,0.3195,104,193,183042,24,51,3,0,0,3,金敬雅
3187742910,16631,0.2938,149,54,917317,24,10,1,0,0,3,余晓彬
2945848263,16658,0.2103,5,0,0,0,0,0,0,0,3,尹素怡
1872317042,16670,0.3234,157,1049,128661,52,361,8,0,0,3,汤沁
2020030583,16716,0.2721,130,498,219443,37,181,1,0,0,3,车龙源
1666082645,16667,0.3023,280,1377,120734,36,142,7,0,0,3,于紫唯
2656599041,16639,0.3229,164,27,199404,43,4,0,0,0,4,丘梓欣
1837231013,16965,0.3503,598,5310,25468,47,1623,158,0,0,4,大田儿
1735806812,16775,0.3559,831,1629,92671,27,448,17,0,0,4,博博
2213237331,18004,0.3395,262,475,244782,22,89,8,0,0,4,常亮
2880070793,16654,0.3276,33,13,916352,31,2,0,0,0,4,苗乙乙
3614386134,16698,0.2867,27,95,533146,63,12,0,0,0,4,陈秀雯
3112197022,13894,0,5,24,1980915,48,7,6,626,1,4,金亚中
1788083283,16662,0.3209,88,54,441276,53,10,6,3,0,4,洪晨颖
1279565784,19069,0.4009,983,2788,57284,32,857,61,0,0,4,孙璐
1985461775,16686,0.3322,260,109,1166348,47,23,0,17,504,4,卢伟
1901453304,16666,0.3256,242,546,193907,54,175,7,0,0,4,霍露
1817665341,16639,0.3369,98,23,4304327,15,0,0,0,0,4,傅剑虹
1906179223,17406,0.3442,820,125,447774,38,15,1,0,0,4,陈于婕
3164084703,16696,0.3137,53,213,328320,106,49,1,0,246,4,吴静娴
2011245520,16656,0.2711,219,407,303071,35,102,0,0,14,4,周上允
1762650441,16728,0.351,217,683,209659,20,187,15,0,0,4,筱牧
2635779777,8391,0,63,117,773090,54,12,1,0,0,4,郭蔼明
1595375213,16790,0.351,280,44,2417502,46,13,1,100,31,4,崔景天
2239692372,16878,0.3325,153,2136,53427,60,804,71,1736,6787,4,闻雯
1586505725,18904,0.3793,536,301,472060,41,59,2,3,0,4,曹志颖
2248203065,16715,0.3369,238,505,226284,48,154,22,0,0,4,曾馨乐
2091051505,16730,0.3167,94,94,1178468,45,18,0,0,5,4,杨燕宇
2166984470,17403,0.3195,294,1087,107807,59,288,31,0,0,4,林姝敏
1882135105,16686,0.3184,70,294,457359,50,31,5,0,0,4,谭筠怡
1752988902,16672,0.3128,75,52,1380142,90,15,0,0,0,4,昊明
2186887617,16835,0.3398,395,164,339550,60,58,11,0,0,4,汪芫
2148653794,17068,0.3503,393,552,213146,53,205,24,0,0,4,张莹静
1267051322,8389,0,2,0,0,0,0,0,0,0,4,马雅舒
1850853882,18318,0.3954,902,1228,107163,38,376,47,0,0,4,王冉
2080466315,16796,0.3527,452,1153,89606,46,205,2,237,0,4,王龙
1647491581,16652,0.3132,170,1359,126095,53,299,50,0,0,4,晓庆
2024663124,16689,0.31,88,262,473930,40,97,7,0,0,4,李晔
2419837362,17038,0.361,418,401,234890,52,211,21,0,0,4,孟瑞娟
2249381962,16802,0.2812,61,67,1497999,38,4,0,0,0,4,苏霈
2144548825,16652,0.316,544,3549,33236,59,926,6,0,0,4,礼志坚
1802873097,16946,0.3371,136,560,226802,39,125,5,0,0,4,陈锌凌
1829563710,16718,0.3484,338,687,159846,35,94,9,0,0,4,韩飞
1946256213,16914,0.3198,131,21,388686,34,4,0,0,0,4,赵梓浠
2852282721,16676,0.3387,183,47,368986,64,17,0,0,0,4,宋庆琳
1869871953,16830,0.3217,170,165,602195,47,26,0,0,0,4,刘佳萌
1572143803,16639,0.3255,270,1311,104458,65,352,140,0,0,4,陈彦屹
1626458621,16642,0.3393,103,0,0,0,0,0,0,0,4,关以瞳
1729492024,16646,0.2737,647,917,148960,44,99,1,0,0,4,欧阳铭骏
2146458134,17019,0.3463,183,0,0,0,0,0,0,0,4,黄梓琪
2747181205,16634,0.2415,16,31,2808850,51,3,0,0,0,4,金素恩
1305009930,16635,0.3191,141,843,157225,29,290,10,0,0,4,田帅
1763708842,17092,0.343,500,6705,22237,56,1869,239,247,0,4,林家驹
1786627645,17759,0.353,356,603,196848,45,226,17,0,0,4,张琳琳
2140066802,25051,0.302,510,980,121000,70,370,1,45,3588,4,陆佳妮
1927978635,16680,0.2809,25,0,0,0,0,0,0,0,4,成小贝
2787889402,16804,0.3399,495,116,567168,48,33,2,0,0,4,陈诺
2306198207,17313,0.3684,131,172,624812,34,47,2,0,0,4,杨干龙
1619766401,16824,0.3508,279,14,1819423,50,2,0,0,0,4,任雪
1628793055,16685,0.3175,89,135,978452,42,27,6,0,0,4,侬未至
1334090312,16631,0.2739,12,27,3728964,73,11,2,0,0,4,朱龙广
1593724557,16650,0.3078,143,1099,147006,74,175,0,0,217,5,林显源
2992374694,17333,0.3701,119,715,110016,54,179,8,0,0,5,米琪
1812666060,16722,0.3458,475,163,483957,55,46,3,0,7,5,胡琼
1584345361,16631,0.2737,38,1001,134759,47,199,4,0,10013,5,廖伟琪
1792272283,16743,0.3317,288,122,971595,49,33,0,2,832,5,吴琼
2798551207,16727,0.3275,239,337,200235,49,85,6,0,0,5,庞希贤
2989258984,17994,0.3236,257,44,975867,49,18,2,7,99,5,胡伶
1658125071,17147,0.3377,545,598,163433,39,137,24,0,0,5,王君益
2037303965,16810,0.3322,263,662,138993,48,163,21,0,0,5,李红
2762067897,17165,0.3072,121,0,0,0,0,0,2,22,5,王武力
2614136963,16785,0.3357,891,291,322008,35,53,0,1,179,5,木热地力
2156479275,16657,0.3072,749,123,727538,50,21,0,0,0,5,云杨
1760889533,16645,0.2694,7,0,0,0,0,0,0,0,5,渡边刚
1890013180,16675,0.3331,310,328,289393,49,50,0,0,0,5,闵稞莹
2696254433,17399,0.3366,165,297,303910,45,88,17,3576,0,5,曾锦夏
1880652517,16667,0.2597,125,1475,75721,35,77,1,72,7938,5,叶志米
1346268757,16996,0.3445,352,1833,76691,55,624,149,116,38,5,袁梦
1955066013,16696,0.3343,141,454,272343,63,87,36,22,53,5,陈怡川
1677747682,16774,0.3443,421,371,287020,36,25,8,0,0,5,Q熊妹妹
1933322013,17283,0.342,303,539,212694,43,154,8,0,0,5,古亚鹏
1376672547,16771,0.3342,311,930,108097,44,251,65,0,0,5,罗云
3652517362,16666,0.3275,83,99,537002,61,48,9,0,0,5,刘怡君
1896355795,17273,0.3191,212,1498,88742,40,212,108,220,5186,5,徐淑媛
2622020993,18341,0.3167,372,2006,48941,34,453,67,0,3,5,花臂
1747509080,16988,0.3603,782,1843,34574,44,416,144,0,0,5,吴世晖
2166588493,16882,0.3087,124,231,280450,47,51,5,0,0,5,朱振豪
2091218615,16652,0.3287,457,481,188646,43,138,13,0,0,5,陈荣森
1748222065,17251,0.3638,539,285,530660,85,128,4,0,0,5,周蓉
1922511065,17081,0.3793,281,186,559791,47,63,9,0,0,5,董杨洋
1800560591,17121,0.3676,222,61,1904872,30,15,1,0,0,5,宗驰宇
1868305614,16820,0.3167,55,53,2186453,31,5,2,0,0,5,陈恩峰
1889437173,8389,0,1,0,0,0,0,0,0,0,5,姚远
1584405845,16676,0.3127,153,265,436166,47,66,0,0,0,5,孙朴乔
2627951073,20312,0.3766,347,173,494360,34,20,2,0,0,5,刘定宇
3132023307,17003,0.3521,209,232,312803,58,127,3,4,447,5,程可儿
1215712414,16681,0.3046,99,13,7783528,33,2,0,1393,98404,5,李潇
1633686310,17308,0.3026,207,919,127489,44,276,26,6441,16846,5,聂赛
1884660924,16733,0.2544,359,323,349338,47,134,1,0,0,5,李倩
1316678733,16672,0.3326,353,793,208244,51,186,6,560,966,5,陈亚欧
1830015445,17033,0.3686,1212,2941,44434,51,977,94,0,0,5,初瑞雪
1169018633,17380,0.2985,164,1467,99690,48,414,335,0,0,5,陆靓渊
2341915441,17445,0.3426,231,95,1166803,36,36,0,0,0,5,吕伊涵
1890309423,16838,0.3305,256,854,153508,41,178,6,10699,3532,5,徐麒
1761042020,16658,0.3426,76,62,967386,34,14,3,13,88,5,管心彤
1566987175,16735,0.3378,554,2640,50596,33,708,66,488,26,5,周鑫洋
2682285595,16675,0.3193,123,24,3827370,43,2,0,6,10045,5,释通乐
1746363095,16691,0.352,415,1406,108835,59,514,147,0,0,5,段雨欣
2203933965,18124,0.3595,169,284,410741,51,90,31,0,0,5,孙佳懿
2416357845,16785,0.3421,527,1285,84718,48,269,98,2,74,5,张冠辉
2714457193,16953,0.3078,17,130,545182,17,8,1,3001,8072,5,全泰秀
1961247270,16795,0.3441,124,676,166702,57,224,33,65648,121486,5,乔圣子
3689090200,16938,0.3306,30,82,310128,49,22,25,1,5375,5,韩在硕
2526847852,16891,0.3385,206,123,115206,40,33,3,31,42,5,王心悦
1801242341,16692,0.3203,48,471,175850,63,178,4,286,571,5,边宇
1271806324,16794,0.3784,345,904,134490,44,285,50,0,0,5,乔小薇
1298848131,8389,0,1,0,0,0,0,0,5,187,5,邓英
2730369934,35634,0.2563,16,172,537203,34,35,1,125,11785,5,横山美雪
1725977351,16965,0.2976,95,239,276391,32,33,3,4523,38457,5,沈惠杰
1323742445,8389,0,168,68,519298,38,20,4,7149,559,5,田媛元
1743146384,17682,0.3262,231,432,333811,78,64,50,0,0,5,林昭宇
1831626201,17012,0.3397,369,1715,79660,45,592,21,0,0,5,张潇洋
1833560884,16991,0.3388,314,438,241249,74,203,22,0,0,5,韩钦
2711049845,16647,0.316,11,73,381077,27,34,2,0,0,5,崔可法
1827471865,16642,0.3072,163,335,391066,59,79,15,78009,0,5,叶子淳
2795616004,17427,0.3716,152,478,187604,38,115,7,0,2682,5,李雪明
1888565823,17541,0.3708,410,1115,101080,40,318,35,575,72107,5,貂静
1869045310,17107,0.3206,141,242,552224,31,39,1,0,0,5,刘宇菁
2881840572,16886,0.3386,2234,457,180319,78,129,3,6,176,5,苗伟
2717536383,16771,0.3228,103,196,403292,71,61,5,5176,1616,5,汪洋
2427519302,14514,0,5,22,970595,45,2,0,164,21,5,香澄果穗
1759541625,16665,0.3134,62,142,729592,24,9,2,68,1,5,杨皓惟
1851758774,16900,0.3344,192,594,228714,47,171,5,3,0,5,曾洁钰
2393628000,17052,0.3436,77,34,3044910,44,14,2,14221,114709,5,顾乙亮
1919729537,16668,0.3238,172,394,313588,52,135,15,0,0,5,严千千
1764199597,16632,0.3036,98,402,316585,43,80,3,41,1335,5,朴澜
2696278903,16807,0.3101,69,658,136452,44,198,40,0,0,5,王艺陶
2611971812,16795,0.3442,35,20,3280704,51,6,1,14394,18276,5,董子武
1744557417,17378,0.3384,271,2887,51742,50,654,17,18201,24619,5,张允赫
1271994565,17156,0.3522,193,33,1429102,58,9,1,29075,573,5,刘芷萌
1901766527,16819,0.3283,236,396,270581,56,89,91,120,13511,5,陈博
1528945837,17117,0.3621,282,807,180635,41,235,24,34,0,5,李丹阳
1833513165,16699,0.3348,179,28,138210,20,13,0,69,73,5,金初晓
1700212603,16652,0.3258,42,609,259224,27,80,11,31,8812,5,吴晓杰
1991605092,16642,0.2876,69,1208,94672,36,265,350,0,0,5,陈妤婕
1901125321,16639,0.3436,42,274,362913,38,68,5,0,0,5,李锐
1304049730,16769,0.3291,300,862,167912,42,248,12,0,0,6,张倩博
1974836551,17440,0.3604,856,1702,73065,40,627,33,0,0,6,马珊珊
1301204911,16894,0.3318,103,1696,87163,76,461,15,0,0,6,蓝迪
1747056485,16704,0.3222,107,169,892917,25,4,0,4093,18854,6,邱彦翔
2672112697,17360,0.3332,373,69,1240248,37,12,0,0,0,6,闫婧璇
2552943394,8389,0,13,648,163204,61,69,1,0,0,6,汤志伟
1798479141,16961,0.3613,993,0,0,0,0,0,7,18864,6,李洋子
2057460371,17082,0.3196,227,105,955031,38,17,0,0,0,6,凤翔
1898998191,16950,0.3284,597,6299,20384,49,2511,477,296,14346,6,李景宸
2023809657,16751,0.2938,48,11,1952973,18,0,0,0,50,6,郭威
1723968977,16642,0.3155,148,351,354231,46,40,6,0,865,6,黄千肯
1071752682,17068,0.3477,216,437,324441,36,152,10,0,0,6,范美萱
2639747941,16802,0.36,813,335,150548,77,189,75,3685,0,6,刘栋升
2799635145,16693,0.3137,54,19,74492,106,3,0,0,0,6,佟磊
1283511372,16846,0.3549,90,1377,109717,52,302,67,0,0,6,刘蔚森
2025435992,17092,0.3486,294,283,428445,25,68,1,9924,886,6,葛龙
2896162377,17635,0.3248,261,454,182450,61,124,34,0,0,6,铃凯
1969015414,17101,0.3574,616,681,40825,44,222,20,0,0,6,樊韵儿
1553472442,16841,0.352,1149,10000,15309,57,2387,17,0,77,6,王梓清
1892653851,33261,0.2743,10,212,631621,56,14,8,0,0,6,韩智慧
2087951935,17746,0.3097,55,130,417350,62,26,7,0,0,6,颜颖思
1792939213,17251,0.3453,974,100,1224166,32,17,0,75,199,6,蒂凡
1884182540,16815,0.3225,181,190,466481,38,42,2,50,137,6,陈笑傲
1942997381,16727,0.3151,188,288,278582,51,101,27,0,0,6,宋德东
1360929134,16647,0.3317,271,1338,97403,40,224,11,0,0,6,程铃
1751224772,17352,0.381,1102,57,817100,42,29,3,3127,63,6,张佳琦
1671872592,17212,0.3349,291,3568,46191,43,816,136,0,0,6,郭银钰
1457657114,16838,0.3559,230,369,308345,39,101,2,548,1161,6,熊鹏慧
2417240817,17820,0.3439,130,922,112901,45,263,35,103,1752,6,高羽
2033516053,19175,0.3426,264,186,335150,59,22,0,0,0,6,林家慧
1548796765,16783,0.3284,85,115,1254507,59,20,1,0,0,6,李庭瑞
2725504823,18881,0.3155,37,225,378624,27,31,22,0,0,6,金甫美
1863211884,16872,0.3187,138,606,219283,32,81,29,2374,0,6,铁柱
1635171767,17178,0.3621,382,150,914940,57,37,14,0,0,6,王谌
2599070344,16837,0.2952,146,201,414741,70,63,1,167,0,6,钟蕙芝
1718298122,16786,0.3403,303,536,248076,52,142,13,3163,3824,6,袁媛
1590333123,16784,0.3572,148,74,690903,51,14,0,264,2521,6,时小平
2594925390,16975,0.337,55,180,557951,45,36,4,0,0,6,苏云胜
1750037397,17247,0.3461,340,3237,42054,40,920,91,0,0,6,傅熙悦
2100772370,16847,0.3353,151,1473,84819,27,531,24,0,0,6,李静
2256871573,16897,0.3268,79,309,338039,40,73,15,0,0,6,谷歌
1862530733,16779,0.341,227,420,312131,23,112,16,0,0,6,孙博坤
1923708150,16759,0.3315,390,1585,74301,35,522,9,0,4,6,袁惟彧
1986950535,17167,0.3649,422,2298,54919,54,559,210,0,0,6,张秀珠
1851629990,16712,0.3372,201,220,612297,43,45,4,0,0,6,陈壹硕
1588576675,16694,0.3438,248,1807,94301,40,535,70,0,0,6,安乐
3047805527,16948,0.3394,24,12,770075,28,6,0,0,0,6,张东雨
2691811701,16719,0.2925,27,42,2164329,49,11,0,0,0,6,杨羚
2728925683,16637,0.2662,7,62,1387790,34,8,0,0,0,6,千正明
1891301893,17248,0.3576,192,980,134932,42,205,3,0,0,6,曹荣
2083362071,17389,0.348,177,49,1466949,43,7,1,0,0,6,丁琪
1354999682,16749,0.2943,42,32,2061958,41,6,0,1813,0,6,孔天天
1422187303,16663,0.3323,340,1513,82223,39,298,43,0,0,6,魏铭玮
3854650203,16748,0.3276,66,24,1793733,52,18,1,0,0,6,金大洲
2441786145,17506,0.3369,291,306,293149,44,100,6,907,0,6,盖立
1825970967,16827,0.3355,310,656,197849,44,181,6,10465,56125,6,王丽莎
2051154045,17323,0.3383,172,2340,53135,47,704,119,18,1267,7,雷欣
2102029452,18457,0.3451,265,1566,78432,63,747,17,88,2999,7,张洁
1873419964,17147,0.3484,266,2029,67222,42,695,69,0,0,7,陈婧
2057363315,17090,0.3498,345,177,531352,41,41,6,0,0,7,杨晓苇
2769808545,19279,0.3958,1393,448,184607,56,123,20,3556,132,7,矢琪
1814267745,18035,0.302,333,1264,112072,31,53,2,0,0,7,刘纬翔
3176017720,17112,0.3137,171,28,2284161,40,17,2,0,0,7,张双利
1281330460,16651,0.3378,164,303,261254,34,56,9,49,56,7,由力
2864592194,17016,0.3417,153,478,177643,31,103,15,0,0,7,杨景超
1747086405,8389,0,3,0,0,0,0,0,0,0,7,胡靖钒
1860802870,16813,0.3248,224,1013,133571,40,264,4,0,0,7,万花潼
2738524473,17614,0.3481,266,179,490148,55,51,2,0,0,7,董相宏
3174075263,13368,0,4,13,5488680,36,0,4,5011,106033,7,金素妍
2266557933,17309,0.345,69,256,447818,38,70,26,0,0,7,柏仓裕太
2330960383,17654,0.3457,214,328,329678,45,94,4,21016,2407,7,李翊霏
1765808731,8402,0,214,7447,19883,89,2873,193,0,0,7,赵婧彤
1085884902,18408,0.3888,541,378,194706,70,161,1,0,0,7,王威
2104675231,16981,0.3558,232,46,2548563,45,8,0,697,7783,7,赵欣
2425533122,16987,0.3159,42,111,823945,45,37,12,408,29761,7,付杰铭
1743639997,8389,0,388,2098,71981,37,279,24,0,0,7,范元成
2159259557,16836,0.3291,589,281,167769,30,73,3,0,0,7,饶芯语
2451084864,21604,0.3676,161,268,288936,42,59,0,389,0,7,林恩伶
2386573720,16666,0.2584,39,370,181085,36,168,0,0,0,7,并木优
1725632354,16753,0.3177,119,143,637413,25,26,0,0,0,7,王博
2954663663,17074,0.364,200,0,0,0,0,0,3065,549,7,杨孟茜
2632924090,16748,0.3265,9,0,0,0,0,0,2448,680,7,王晖
2167664881,16766,0.3068,58,19,2606046,66,4,2,9,19583,7,余炳贤
1947192987,17251,0.3535,427,164,778587,33,35,0,2,0,7,索南措
2356765265,17324,0.3337,297,953,115415,25,362,3,0,0,7,李若菲
2300610887,17263,0.3669,168,156,651878,46,23,8,0,0,7,杨伟
1224827761,16712,0.3328,211,2887,42926,39,736,50,0,0,7,刘上清敬
1760282922,17092,0.3471,226,561,197604,41,57,1,0,12,7,张玮
2692804263,16736,0.2907,14,21,1192691,28,3,0,8156,40,7,Ken
2108728357,16714,0.3188,61,149,803957,38,41,2,703,0,7,邹蜜子
1838418114,17469,0.3194,164,718,193286,48,189,34,0,0,7,逸辰
2804682204,16924,0.2954,81,218,383612,50,25,0,4243,1934,7,徐诣帆
1967742867,17168,0.3489,349,390,239257,67,106,35,2032,2118,7,倪珈
1890601915,16635,0.327,37,0,0,0,0,0,0,0,7,李婧菡
1831565982,16684,0.2997,89,0,0,0,0,0,0,0,7,张振浩
1758762613,16631,0.2973,66,549,271873,62,86,13,0,0,7,高以爱
1414569050,16694,0.2952,180,169,288207,54,26,0,188,204,7,殷俊伟
2094288454,17021,0.3484,146,134,883492,37,13,1,0,0,7,孙紫娇
2014548173,17146,0.3255,1252,115,598383,69,25,5,0,0,7,赵曙光
1759873041,16682,0.3329,42,40,2791967,42,8,2,139,1145,7,申甲哲
2300167007,16820,0.3034,43,135,792634,46,31,12,84,2626,7,董澜
2215381614,20944,0.4199,649,360,242389,91,131,1,0,0,7,陈建男
1645289187,16875,0.3454,245,263,465439,72,106,2,0,0,7,郭芷岑
2761201890,16978,0.3208,55,28,824741,85,7,0,0,0,7,郎永胜
1905200863,17204,0.3345,93,196,641648,56,56,4,0,0,7,王梓轩
1906139337,16947,0.3388,100,562,234490,110,82,15,0,0,7,甘子玉
2689085853,19068,0.3634,375,331,231578,28,64,25,6367,9506,7,张婉
1567375607,17103,0.3699,374,744,150144,42,234,32,0,0,7,马蕊
1859384804,17902,0.3875,637,2198,59478,40,815,39,1314,25,7,何小倩
1287170502,16689,0.3011,87,177,550782,79,53,13,0,0,7,叶子
1912480227,16711,0.3238,87,178,397706,49,27,2,0,0,7,梁佩盈
2725485513,8389,0,2,51,1028269,33,4,4,42,0,7,尹施允
2418284231,16861,0.3366,142,1938,56093,45,503,197,8966,339,7,徐建哲
